Fundo,Ativo,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12
KNCA11,CRA023008HL,AF,terreno,AF,aval,,,,,,,,
KNCA11,CRA022007VM,CF,aval,,,,,,,,,,
KNCA11,CRA022007VK,CF,aval,,,,,,,,,,
KNCA11,CRA022007VL,CF,aval,,,,,,,,,,
KNCA11,CRA02300RMJ,AF,imovel,CF,,,,,,,,,
KNCA11,CRA02300VSO,AF,imovel,aval,,,,,,,,,
KNCA11,CRA023009EX,AF,aval,,,,,,,,,,
KNCA11,CRA0230073L,clean,,,,,,,,,,,
KNCA11,CRA021004I4,AF,terreno,AF,AF,AF,CF,,,,,,
KNCA11,CRA0230012X,aval,,,,,,,,,,,
KNCA11,CRA021004I5,AF,terreno,AF,AF,AF,CF,,,,,,
KNCA11,CRA02300V0Q,CF,AF,imovel,aval,,,,,,,,
KNCA11,CRA021004I3,AF,terreno,AF,AF,AF,CF,,,,,,
KNCA11,CRA021004I6,AF,terreno,AF,AF,AF,CF,,,,,,
KNCA11,CRA02300M81,AF,terreno,AF,AF,CF,aval,,,,,,
KNCA11,CRA02200B42,AF,imovel,FR,aval,,,,,,,,
KNCA11,CRA023001P5,CF,aval,,,,,,,,,,
KNCA11,CRA02300M82,AF,terreno,AF,AF,CF,aval,,,,,,
KNCA11,CRA022007KI,clean,,,,,,,,,,,
KNCA11,CRA0220073P,clean,,,,,,,,,,,
KNCA11,CRA022004H5,clean,,,,,,,,,,,
KNCA11,CRA022007EP,clean,,,,,,,,,,,
KNCA11,CRA0220079D,clean,,,,,,,,,,,
KNCA11,CRA022006BU,clean,,,,,,,,,,,
KNCA11,22E1056953,AF,terras,aval,,,,,,,,,
KNCA11,CRA022008NB,clean,,,,,,,,,,,
KNCA11,CRA021002YB,clean,,,,,,,,,,,
KNCA11,CRA022007KH,aval,,,,,,,,,,,
KNCA11,CRA022000B5,AF,terras,CF,aval,,,,,,,,
KNCA11,CRA02300MOQ,clean,,,,,,,,,,,
KNCA11,CRA021002N3,clean,,,,,,,,,,,
KNCA11,CRA0230073N,clean,,,,,,,,,,,
KNCA11,5ROTT121,clean,,,,,,,,,,,
KNCA11,5104524SN1,subordinacao,aval,,,,,,,,,,
RURA11,,AF,terras,recebiveis/ credito/ direito creditorio,,,,,,,,,
RURA11,,recebiveis/ credito/ direito creditorio,,,,,,,,,,,
RURA11,,AF,terras,,,,,,,,,,
RURA11,,recebiveis/ credito/ direito creditorio,,,,,,,,,,,
RURA11,,AF,terras,,,,,,,,,,
RURA11,,AF,terras,recebiveis/ credito/ direito creditorio,,,,,,,,,
RURA11,,recebiveis/ credito/ direito creditorio,,,,,,,,,,,
RURA11,,AF,terras,,,,,,,,,,
RURA11,,,,,,,,,,,,,
RURA11,,AF,terras,,,,,,,,,,
RURA11,,AF,terras,,,,,,,,,,
RURA11,,AF,terras,recebiveis/ credito/ direito creditorio,,,,,,,,,
RURA11,,AF,terras,,,,,,,,,,
RURA11,,penhor,,,,,,,,,,,
RURA11,,recebiveis/ credito/ direito creditorio,,,,,,,,,,,
RURA11,,subordinacao,,,,,,,,,,,
RURA11,,AF,imovel,recebiveis/ credito/ direito creditorio,,,,,,,,,
RURA11,,AF,terras,,,,,,,,,,
RURA11,,AF,terras,,,,,,,,,,
RURA11,,recebiveis/ credito/ direito creditorio,,,,,,,,,,,
RURA11,,guarantee letter,,,,,,,,,,,
RURA11,,AF,terras,,,,,,,,,,
RURA11,,AF,terras,,,,,,,,,,
RURA11,,recebiveis/ credito/ direito creditorio,,,,,,,,,,,
RURA11,,subordinacao,,,,,,,,,,,
RURA11,,subordinacao,,,,,,,,,,,
RURA11,,subordinacao,,,,,,,,,,,
RURA11,,AF,terras,recebiveis/ credito/ direito creditorio,,,,,,,,,
RURA11,,AF,terras,recebiveis/ credito/ direito creditorio,,,,,,,,,
RURA11,,AF,terras,,,,,,,,,,
RURA11,,subordinacao,,,,,,,,,,,
RURA11,,subordinacao,,,,,,,,,,,
RURA11,,subordinacao,,,,,,,,,,,
RURA11,,recebiveis/ credito/ direito creditorio,,,,,,,,,,,
RURA11,,recebiveis/ credito/ direito creditorio,,,,,,,,,,,
RURA11,,recebiveis/ credito/ direito creditorio,,,,,,,,,,,
RURA11,,subordinacao,,,,,,,,,,,
RURA11,,subordinacao,,,,,,,,,,,
RURA11,,recebiveis/ credito/ direito creditorio,,,,,,,,,,,
RURA11,,subordinacao,,,,,,,,,,,
RURA11,,subordinacao,,,,,,,,,,,
RURA11,,subordinacao,,,,,,,,,,,
RURA11,,AF,terras,,,,,,,,,,
RURA11,,recebiveis/ credito/ direito creditorio,,,,,,,,,,,
RURA11,,recebiveis/ credito/ direito creditorio,,,,,,,,,,,
RURA11,,recebiveis/ credito/ direito creditorio,,,,,,,,,,,
KNSC11,22D1163306,AF,AF,"cotas de fundo (fip, fii etc.) e acoes",CF,aval,,,,,,,
KNSC11,21D0001404,AF,CF,,,,,,,,,,
KNSC11,24E3191694,AF,AF,"cotas de fundo (fip, fii etc.) e acoes",CF,FR,,,,,,,
KNSC11,24E1318751,AF,subordinacao,,,,,,,,,,
KNSC11,24J2539918,aval,,,,,,,,,,,
KNSC11,21E0407330,AF,CF,FR,,,,,,,,,
KNSC11,23L2415875,AF,"cotas de fundo (fip, fii etc.) e acoes",CF,,,,,,,,,
KNSC11,24B1669810,AF,CF,AF,"cotas de fundo (fip, fii etc.) e acoes",FR,,,,,,,
KNSC11,20I0815543,AF,CF,FR,aval,,,,,,,,
KNSC11,21E0407810,CF,FR,,,,,,,,,,
KNSC11,19E0311712,AF,CF,FR,,,,,,,,,
KNSC11,21F0968392,AF,CF,FR,,,,,,,,,
KNSC11,22D1068881,AF,CF,AF,"cotas de fundo (fip, fii etc.) e acoes",FR,,,,,,,
KNSC11,20J0894746,AF,CF,FR,,,,,,,,,
KNSC11,21E0076526,AF,subordinacao,,,,,,,,,,
KNSC11,20K0571487,AF,CF,FR,,,,,,,,,
KNSC11,20F0689770,AF,AF,"cotas de fundo (fip, fii etc.) e acoes",CF,FR,aval,,,,,,
KNSC11,21A0772858,AF,CF,,,,,,,,,,
KNSC11,24J3438785,AF,AF,"cotas de fundo (fip, fii etc.) e acoes",CF,fianca,,,,,,,
KNSC11,24H2231336,AF,CF,FR,,,,,,,,,
KNSC11,23L1773235,AF,AF,"cotas de fundo (fip, fii etc.) e acoes",CF,,,,,,,,
KNSC11,21D0543881,AF,CF,aval,,,,,,,,,
KNSC11,21H0012919,AF,CF,FR,,,,,,,,,
KNSC11,24I2114588,AF,CF,FR,,,,,,,,,
KNSC11,20I0815541,AF,CF,FR,aval,,,,,,,,
KNSC11,21H0001405,CF,,,,,,,,,,,
KNSC11,21F1035597,AF,CF,fianca,,,,,,,,,
KNSC11,21G0186913,AF,AF,"cotas de fundo (fip, fii etc.) e acoes",CF,,,,,,,,
KNSC11,24J2299666,AF,subordinacao,,,,,,,,,,
KNSC11,23L1438568,FR,,,,,,,,,,,
KNSC11,21F1057167,AF,subordinacao,,,,,,,,,,
KNSC11,20L0483122,AF,subordinacao,,,,,,,,,,
KNSC11,21D0543872,AF,CF,aval,,,,,,,,,
KNSC11,21I0280212,AF,subordinacao,,,,,,,,,,
KNSC11,23G1987539,AF,AF,"cotas de fundo (fip, fii etc.) e acoes",CF,FR,aval,,,,,,
KNSC11,20J0837185,AF,subordinacao,,,,,,,,,,
KNSC11,21E0076615,AF,subordinacao,,,,,,,,,,
KNSC11,22G0282305,AF,AF,"cotas de fundo (fip, fii etc.) e acoes",CF,FR,,,,,,,
KNSC11,22G0282285,AF,AF,"cotas de fundo (fip, fii etc.) e acoes",CF,FR,,,,,,,
KNSC11,21D0544319,AF,CF,aval,,,,,,,,,
KNSC11,21F1057194,AF,subordinacao,,,,,,,,,,
KNSC11,22G0282372,AF,AF,"cotas de fundo (fip, fii etc.) e acoes",CF,FR,,,,,,,
KNSC11,20L0483126,AF,subordinacao,,,,,,,,,,
KNSC11,21I0280476,AF,subordinacao,,,,,,,,,,
KNSC11,22D0630029,AF,AF,"cotas de fundo (fip, fii etc.) e acoes",CF,aval,,,,,,,
KNSC11,22C1013173,aval,AF,CF,,,,,,,,,
KNSC11,24B1669805,AF,CF,AF,"cotas de fundo (fip, fii etc.) e acoes",FR,,,,,,,
KNSC11,20J0812325,AF,CF,FR,,,,,,,,,
KNSC11,20J0812343,AF,CF,FR,,,,,,,,,
KNSC11,22E0640948,AF,CF,aval,FR,,,,,,,,
KNSC11,23F1240696,FR,,,,,,,,,,,
KNSC11,22G0282370,AF,AF,"cotas de fundo (fip, fii etc.) e acoes",CF,FR,,,,,,,
KNSC11,24E3617802,FR,aval,,,,,,,,,,
KNSC11,22G0282332,AF,AF,"cotas de fundo (fip, fii etc.) e acoes",CF,FR,,,,,,,
KNSC11,22G0282297,AF,AF,"cotas de fundo (fip, fii etc.) e acoes",CF,FR,,,,,,,
KNSC11,24G2824961,FR,,,,,,,,,,,
KNSC11,24G2819302,FR,,,,,,,,,,,
KNSC11,22G0282284,AF,AF,"cotas de fundo (fip, fii etc.) e acoes",CF,FR,,,,,,,
KNSC11,23I1740395,AF,AF,"cotas de fundo (fip, fii etc.) e acoes",CF,FR,,,,,,,
KNSC11,23H1250138,AF,AF,"cotas de fundo (fip, fii etc.) e acoes",CF,FR,,,,,,,
KNSC11,22F1195743,AF,AF,"cotas de fundo (fip, fii etc.) e acoes",CF,FR,,,,,,,
KNSC11,22F1195716,AF,AF,"cotas de fundo (fip, fii etc.) e acoes",CF,FR,,,,,,,
KNSC11,22G0282145,AF,AF,"cotas de fundo (fip, fii etc.) e acoes",CF,FR,,,,,,,
KNSC11,22G0081374,AF,AF,"cotas de fundo (fip, fii etc.) e acoes",CF,aval,,,,,,,
KNSC11,21D0524654,AF,CF,FR,aval,,,,,,,,
KNSC11,23I1554281,FR,,,,,,,,,,,
KNSC11,23B0808932,AF,CF,fianca,,,,,,,,,
KNSC11,22I1289815,AF,AF,"cotas de fundo (fip, fii etc.) e acoes",CF,aval,,,,,,,
KNSC11,20I0620356,AF,"cotas de fundo (fip, fii etc.) e acoes",,,,,,,,,,
KNSC11,23B0584796,FR,,,,,,,,,,,
KNSC11,22I1289816,AF,AF,"cotas de fundo (fip, fii etc.) e acoes",CF,aval,,,,,,,
KNSC11,23C1221667,AF,CF,FR,aval,,,,,,,,
KNSC11,23B0808931,AF,CF,fianca,,,,,,,,,
KNSC11,23B0808933,AF,CF,fianca,,,,,,,,,
KNSC11,23B0808928,AF,CF,fianca,,,,,,,,,
KNSC11,22G0081402,AF,AF,"cotas de fundo (fip, fii etc.) e acoes",CF,aval,,,,,,,
KNSC11,23B0808930,AF,CF,fianca,,,,,,,,,
KNSC11,23B0808926,AF,CF,fianca,,,,,,,,,
KNSC11,22G0082919,AF,AF,"cotas de fundo (fip, fii etc.) e acoes",CF,aval,,,,,,,
KNSC11,22G0079365,AF,AF,"cotas de fundo (fip, fii etc.) e acoes",CF,aval,,,,,,,
KNSC11,21D0524613,AF,CF,FR,aval,,,,,,,,
KNSC11,IDGR11,,,,,,,,,,,,
KNSC11,ERCR11,,,,,,,,,,,,
BODB11,CJEN13,alienacao fiduciaria,spe,cessao fiduciaria,recebiveis/ credito/ direito creditorio,contas vinculadas,,,,,,,
BODB11,RGRA11,alienacao fiduciaria,spe,cessao fiduciaria,recebiveis/ credito/ direito creditorio,contas vinculadas,,,,,,,
BODB11,HVSP11,alienacao fiduciaria,alienacao fiduciaria,cessao fiduciaria,recebiveis/ credito/ direito creditorio,contas vinculadas,,,,,,,
BODB11,CPTM15,cessao fiduciaria,recebiveis/ credito/ direito creditorio,,,,,,,,,,
BODB11,RAHD11,fianca,fianca,alienacao fiduciaria,recebiveis/ credito/ direito creditorio,alienacao fiduciaria,,,,,,,
BODB11,ENAT11,fianca,alienacao fiduciaria,penhor,cessao fiduciaria,contas vinculadas,,,,,,,
BODB11,HARG11,alienacao fiduciaria,cessao fiduciaria,recebiveis/ credito/ direito creditorio,contas vinculadas,,,,,,,,
BODB11,BRKP28,,,,,,,,,,,,
BODB11,SGAB11,alienacao fiduciaria,cessao fiduciaria,,,,,,,,,,
BODB11,MEZP11,alienacao fiduciaria,cessao fiduciaria,fianca,,,,,,,,,
BODB11,ASER12,alienacao fiduciaria,cessao fiduciaria,recebiveis/ credito/ direito creditorio,contas vinculadas,,,,,,,,
BODB11,CLTM14,alienacao fiduciaria,cessao fiduciaria,recebiveis/ credito/ direito creditorio,contas vinculadas,,,,,,,,
BODB11,BION16,fianca,,,,,,,,,,,
BODB11,ENAT33,fianca,alienacao fiduciaria,penhor,cessao fiduciaria,contas vinculadas,,,,,,,
BODB11,IRJS15,alienacao fiduciaria,cessao fiduciaria,recebiveis/ credito/ direito creditorio,contas vinculadas,,,,,,,,
BODB11,CONX12,cessao fiduciaria,recebiveis/ credito/ direito creditorio,R,,,,,,,,,
BODB11,TEPA12,cessao fiduciaria,alienacao fiduciaria,fianca,,,,,,,,,
BODB11,ÓRIGO,alienacao fiduciaria,alienacao fiduciaria,alienacao fiduciaria,cessao fiduciaria,,,,,,,,
BODB11,ORIG21,CF,dividendos,AF,CF,,,,,,,,
BODB11,ALMC12,fianca,,,,,,,,,,,
BODB11,CTTP11,alienacao fiduciaria,cessao fiduciaria,recebiveis/ credito/ direito creditorio,contas vinculadas,,,,,,,,
BODB11,SAPS11,cessao fiduciaria,cessao fiduciaria,aval,,,,,,,,,
KNUQ11,24G2824961,FR,,,,,,,,,,,
KNUQ11,24F1345887,CF,FR,,,,,,,,,,
KNUQ11,23K2261339,AF,"cotas de fundo (fip, fii etc.) e acoes",AF,CF,aval,,,,,,,
KNUQ11,23L1438691,FR,,,,,,,,,,,
KNUQ11,24D0007010,CF,FR,aval,,,,,,,,,
KNUQ11,23J0019001,FR,AF,aval,,,,,,,,,
KNUQ11,23I1554281,FR,,,,,,,,,,,
KNUQ11,23I1554068,FR,,,,,,,,,,,
KNUQ11,24D3314714,AF,AF,"cotas de fundo (fip, fii etc.) e acoes",CF,,,,,,,,
KNUQ11,23H1744677,AF,CF,AF,"cotas de fundo (fip, fii etc.) e acoes",fianca,,,,,,,
KNUQ11,24I1966999,AF,AF,"cotas de fundo (fip, fii etc.) e acoes",CF,aval,,,,,,,
KNUQ11,23G1696052,AF,CF,aval,,,,,,,,,
KNUQ11,24E3617802,FR,aval,,,,,,,,,,
KNUQ11,24D3470150,CF,FR,aval,,,,,,,,,
KNUQ11,24J2302240,AF,AF,"cotas de fundo (fip, fii etc.) e acoes",CF,aval,,,,,,,
KNUQ11,23K2263743,AF,"cotas de fundo (fip, fii etc.) e acoes",AF,CF,aval,,,,,,,
KNUQ11,23I1698252,AF,"cotas de fundo (fip, fii etc.) e acoes",CF,hipoteca,aval,,,,,,,
KNUQ11,23I1740443,AF,AF,"cotas de fundo (fip, fii etc.) e acoes",CF,FR,aval,,,,,,
KNUQ11,23I1740477,AF,AF,"cotas de fundo (fip, fii etc.) e acoes",CF,FR,aval,,,,,,
KNUQ11,24A2722073,AF,AF,"cotas de fundo (fip, fii etc.) e acoes",CF,aval,,,,,,,
KNUQ11,23H1297146,CF,,,,,,,,,,,
KNUQ11,23L2755396,AF,AF,"cotas de fundo (fip, fii etc.) e acoes",CF,aval,,,,,,,
KNUQ11,23H1297148,CF,,,,,,,,,,,
KNUQ11,22G0079318,AF,AF,"cotas de fundo (fip, fii etc.) e acoes",CF,aval,,,,,,,
KNUQ11,22G0079354,AF,AF,"cotas de fundo (fip, fii etc.) e acoes",CF,aval,,,,,,,
KNUQ11,23I1740417,AF,AF,"cotas de fundo (fip, fii etc.) e acoes",CF,FR,aval,,,,,,
KNUQ11,22G0082985,AF,AF,"cotas de fundo (fip, fii etc.) e acoes",CF,aval,,,,,,,
KNUQ11,23L2859177,AF,CF,AF,"cotas de fundo (fip, fii etc.) e acoes",aval,,,,,,,
KNUQ11,24J2301950,AF,AF,"cotas de fundo (fip, fii etc.) e acoes",CF,aval,,,,,,,
KNUQ11,22G0082919,AF,AF,"cotas de fundo (fip, fii etc.) e acoes",CF,aval,,,,,,,
KNUQ11,21C0663319,AF,CF,FR,aval,,,,,,,,
KNUQ11,22G0082910,AF,AF,"cotas de fundo (fip, fii etc.) e acoes",CF,aval,,,,,,,
KNUQ11,22G0082657,AF,AF,"cotas de fundo (fip, fii etc.) e acoes",CF,aval,,,,,,,
KNUQ11,22G0082877,AF,AF,"cotas de fundo (fip, fii etc.) e acoes",CF,aval,,,,,,,
KNUQ11,23K2261105,AF,"cotas de fundo (fip, fii etc.) e acoes",AF,CF,aval,,,,,,,
KNUQ11,24A2477894,AF,AF,"cotas de fundo (fip, fii etc.) e acoes",CF,aval,,,,,,,
KNUQ11,22G0082982,AF,AF,"cotas de fundo (fip, fii etc.) e acoes",CF,aval,,,,,,,
KNUQ11,22G0082980,AF,AF,"cotas de fundo (fip, fii etc.) e acoes",CF,aval,,,,,,,
KNUQ11,22G0082971,AF,AF,"cotas de fundo (fip, fii etc.) e acoes",CF,aval,,,,,,,
KNUQ11,22L1035737,AF,CF,FR,aval,,,,,,,,
KNUQ11,23H1297145,CF,,,,,,,,,,,
KNUQ11,24A2477852,AF,AF,"cotas de fundo (fip, fii etc.) e acoes",CF,aval,,,,,,,
KNUQ11,23H1297147,CF,,,,,,,,,,,
KNUQ11,23K2262998,AF,"cotas de fundo (fip, fii etc.) e acoes",AF,CF,aval,,,,,,,
KNUQ11,24D3470125,CF,FR,aval,,,,,,,,,
KNUQ11,23L2859178,AF,CF,AF,"cotas de fundo (fip, fii etc.) e acoes",aval,,,,,,,
KNUQ11,23I1740478,AF,AF,"cotas de fundo (fip, fii etc.) e acoes",CF,FR,aval,,,,,,
KNUQ11,23H1297201,CF,,,,,,,,,,,
HABT11,23J2094862,cessao fiduciaria,recebiveis/ credito/ direito creditorio,alienacao fiduciaria,spe,alienacao fiduciaria,A,AF,aval,socios,fundo reserva,fundo reserva,
HABT11,24C1690313,cessao fiduciaria,recebiveis/ credito/ direito creditorio,alienacao fiduciaria,fianca,fundo reserva,,,,,,,
HABT11,20L0871093,cessao fiduciaria,recebiveis/ credito/ direito creditorio,alienacao fiduciaria,spe,fianca,fundo reserva,fundo reserva,,,,,
HABT11,24G1768866,CF,AF,"cotas de fundo (fip, fii etc.) e acoes",spe,AF,imovel,fundo reserva,fundo reserva,,,,
HABT11,23G1149789,cessao fiduciaria,cessao fiduciaria,alienacao fiduciaria,"cotas de fundo (fip, fii etc.) e acoes",spe,AF,aval,socios,spe,fundo reserva,R,fundo reserva
HABT11,24D3462826,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,spe,fianca,fundo reserva,fundo reserva,,,,
HABT11,23G1149794,cessao fiduciaria,recebiveis/ credito/ direito creditorio,alienacao fiduciaria,fianca,fundo reserva,,,,,,,
HABT11,21J0989932,cessao fiduciaria,cessao fiduciaria,recebiveis/ credito/ direito creditorio,alienacao fiduciaria,terreno,fundo reserva,R,,,,,
HABT11,21B0566153,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,imovel,fianca,fundo reserva,fundo reserva,,,,
HABT11,19K1139240,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,fianca,fundo reserva,,,,,,
HABT11,22A0423267,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,spe,fianca,fundo reserva,fundo reserva,,,,
HABT11,23B0790147,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,fianca,alienacao fiduciaria,spe,fundo reserva,fundo reserva,,,,
HABT11,20H0050614,cessao fiduciaria,cessao fiduciaria,recebiveis/ credito/ direito creditorio,alienacao fiduciaria,terreno,fundo reserva,R,,,,,
HABT11,22B0653652,cessao fiduciaria,alienacao fiduciaria,aval,fundo reserva,R,fundo reserva,fundo reserva,R,,,,
HABT11,21I0802801,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,imovel,fianca,fundo reserva,fundo reserva,,,,
HABT11,24D3410758,cessao fiduciaria,cessao fiduciaria,alienacao fiduciaria,"cotas de fundo (fip, fii etc.) e acoes",spe,AF,aval,socios,spe,fundo reserva,R,fundo reserva
HABT11,21I0600458,hipoteca,terreno,cessao fiduciaria,alienacao fiduciaria,aval,fundo reserva,fundo reserva,R,,,,
HABT11,24C1998253,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,spe,fianca,fundo reserva,fundo reserva,fundo reserva,R,,
HABT11,20H0620360,cessao fiduciaria,recebiveis/ credito/ direito creditorio,aval,fundo reserva,,,,,,,,
HABT11,21H1035398,alienacao fiduciaria,fundo reserva,,,,,,,,,,
HABT11,21E0379796,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,spe,fianca,fundo reserva,,,,,
HABT11,20H0051749,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,spe,fianca,fundo reserva,fundo reserva,,,,
HABT11,21J1001700,cessao fiduciaria,cessao fiduciaria,recebiveis/ credito/ direito creditorio,alienacao fiduciaria,terreno,fundo reserva,R,,,,,
HABT11,21J1001701,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,spe,fianca,fundo reserva,fundo reserva,,,,
HABT11,21G0733018,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,"cotas de fundo (fip, fii etc.) e acoes",fianca,fundo reserva,fundo reserva,R,,,
HABT11,24F1185811,cessao fiduciaria,recebiveis/ credito/ direito creditorio,alienacao fiduciaria,alienacao fiduciaria,imovel,fundo reserva,,,,,,
HABT11,24F2316395,CF,recebiveis/ credito/ direito creditorio,AF,spe,AF,imovel,aval,fundo reserva,fundo reserva,,,
HABT11,24F2316349,CF,recebiveis/ credito/ direito creditorio,AF,spe,AF,imovel,aval,fundo reserva,fundo reserva,,,
HABT11,20H0051754,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,spe,fianca,fundo reserva,fundo reserva,,,,
HABT11,21J0300224,cessao fiduciaria,recebiveis/ credito/ direito creditorio,alienacao fiduciaria,spe,alienacao fiduciaria,imovel,fundo reserva,fundo reserva,,,,
HABT11,21B0564516,cessao fiduciaria,cessao fiduciaria,alienacao fiduciaria,"cotas de fundo (fip, fii etc.) e acoes",spe,AF,aval,socios,spe,fundo reserva,R,fundo reserva
HABT11,21L0967451,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,fianca,alienacao fiduciaria,spe,fundo reserva,fundo reserva,,,,
HABT11,21J0649503,cessao fiduciaria,recebiveis/ credito/ direito creditorio,aval,fundo reserva,,,,,,,,
HABT11,21L0967725,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,fianca,alienacao fiduciaria,spe,fundo reserva,fundo reserva,,,,
HABT11,21F1037235,cessao fiduciaria,recebiveis/ credito/ direito creditorio,alienacao fiduciaria,spe,alienacao fiduciaria,imovel,fundo reserva,fundo reserva,,,,
HABT11,22B0652228,alienacao fiduciaria,fundo reserva,,,,,,,,,,
HABT11,20L0871063,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,spe,fianca,fundo reserva,fundo reserva,,,,
HABT11,21A0608474,cessao fiduciaria,cessao fiduciaria,alienacao fiduciaria,"cotas de fundo (fip, fii etc.) e acoes",spe,AF,aval,socios,spe,fundo reserva,R,fundo reserva
HABT11,21K0522538,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,spe,fianca,fundo reserva,fundo reserva,,,,
HABT11,22B0653348,cessao fiduciaria,recebiveis/ credito/ direito creditorio,alienacao fiduciaria,spe,aval,fundo reserva,fundo reserva,,,,,
HABT11,22B0653645,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,fianca,fundo reserva,fundo reserva,,,,,,
HABT11,20H0050651,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,spe,fianca,fundo reserva,fundo reserva,,,,
HABT11,22I0149798,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,spe,fianca,fundo reserva,fundo reserva,fundo reserva,R,,
HABT11,22B0653493,cessao fiduciaria,AF,"cotas de fundo (fip, fii etc.) e acoes",spe,fianca,fundo reserva,fundo reserva,,,,,
HABT11,21A0607979,cessao fiduciaria,cessao fiduciaria,alienacao fiduciaria,"cotas de fundo (fip, fii etc.) e acoes",spe,AF,aval,socios,spe,fundo reserva,R,fundo reserva
HABT11,22B0653675,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,fianca,fundo reserva,fundo reserva,,,,,,
HABT11,22B0653681,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,aval,socios,fundo reserva,,,,,
HABT11,21L0967727,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,spe,fundo reserva,,,,,,
HABT11,22B0653656,cessao fiduciaria,recebiveis/ credito/ direito creditorio,alienacao fiduciaria,spe,alienacao fiduciaria,A,AF,aval,socios,fundo reserva,fundo reserva,
HABT11,22D1286980,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,imovel,fianca,fundo reserva,fundo reserva,,,,
HABT11,22I0149823,cessao fiduciaria,recebiveis/ credito/ direito creditorio,alienacao fiduciaria,spe,fianca,fundo reserva,fundo reserva,,,,,
HABT11,22I0149814,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,spe,fianca,fundo reserva,fundo reserva,fundo reserva,R,,
HABT11,21D0864263,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,cessao fiduciaria,alienacao fiduciaria,fianca,fundo reserva,,,,,
HABT11,21G0733026,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,"cotas de fundo (fip, fii etc.) e acoes",fianca,fundo reserva,fundo reserva,R,,,
HABT11,22I0149811,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,spe,fianca,fundo reserva,fundo reserva,fundo reserva,R,,
HABT11,21L0967718,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,fianca,alienacao fiduciaria,spe,fundo reserva,fundo reserva,,,,
HABT11,21I0940475,hipoteca,terreno,cessao fiduciaria,alienacao fiduciaria,aval,fundo reserva,fundo reserva,R,,,,
HABT11,21F1151103,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,spe,fianca,fundo reserva,fundo reserva,,,,
HABT11,22B0653556,cessao fiduciaria,recebiveis/ credito/ direito creditorio,alienacao fiduciaria,spe,alienacao fiduciaria,A,AF,aval,socios,fundo reserva,fundo reserva,
HABT11,21L0967724,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,fianca,alienacao fiduciaria,spe,fundo reserva,fundo reserva,,,,
HABT11,22I0149863,CF,recebiveis/ credito/ direito creditorio,AF,spe,fianca,fundo reserva,fundo reserva,fundo reserva,,,,
HABT11,22B0653678,cessao fiduciaria,recebiveis/ credito/ direito creditorio,alienacao fiduciaria,spe,alienacao fiduciaria,A,AF,aval,socios,fundo reserva,fundo reserva,
